product_id,product_name,category,subcategory,brand,unit_size,mrp,cost_price,perishable_flag,temperature_zone,shelf_life_days,supplier_id,active_flag
PRD0188,FreshBasket Eggs 188,Dairy & Breakfast,Eggs,HomeEase,500 g,43.77,28.57,Y,Chilled,23,SUP029,Y
PRD0189,PrimePantry Rice 189,Staples,Rice,CareBloom,500 ml,182.29,127.1,N,Ambient,299,SUP029,Y
PRD0190,FreshBasket Sugar & Salt 190,Staples,Sugar & Salt,DailyNest,100 g,46.18,27.51,N,Ambient,408,SUP018,Y
PRD0191,DailyNest Dog Food 191,Pet Care,Dog Food,CareBloom,500 ml,143.7,107.36,N,Ambient,329,SUP025,Y
PRD0192,CareBloom Diapers 192,Baby Care,Diapers,HomeEase,500 ml,1165.23,862.8,N,Ambient,614,SUP026,Y
PRD0193,DailyNest Breakfast Cereals 193,Dairy & Breakfast,Breakfast Cereals,NovaHome,1 L,26.78,15.86,Y,Chilled,16,SUP011,Y
PRD0194,HappyPaws Surface Cleaners 194,Household Care,Surface Cleaners,FreshBasket,Pack of 4,76.35,53.21,N,Ambient,547,SUP001,Y
PRD0195,HappyPaws Leafy Vegetables 195,Fruits & Vegetables,Leafy Vegetables,HappyPaws,200 g,107.68,85.58,Y,Ambient,5,SUP022,Y
PRD0196,SnackSquare Ice Cream 196,Frozen Food,Ice Cream,NovaHome,1 L,120.42,70.25,Y,Frozen,209,SUP050,Y
PRD0197,PrimePantry Fresh Vegetables 197,Fruits & Vegetables,Fresh Vegetables,PrimePantry,500 ml,58.0,39.57,Y,Ambient,2,SUP015,Y
PRD0198,HomeEase Dog Food 198,Pet Care,Dog Food,QuickChoice,500 ml,164.13,124.05,N,Ambient,693,SUP015,Y
PRD0199,CareBloom Paper & Disposables 199,Household Care,Paper & Disposables,SnackSquare,1 unit,822.34,575.54,N,Ambient,548,SUP041,Y
PRD0200,HomeEase Eggs 200,Dairy & Breakfast,Eggs,DailyNest,500 g,186.93,117.66,Y,Chilled,21,SUP009,Y
PRD0201,SnackSquare Paper & Disposables 201,Household Care,Paper & Disposables,DailyNest,200 g,58.44,45.44,N,Ambient,808,SUP036,Y
PRD0202,GoodGrain Bath & Body 202,Personal Care,Bath & Body,SnackSquare,500 g,163.53,109.85,N,Ambient,692,SUP020,Y
PRD0203,GoodGrain Tea & Coffee 203,Snacks & Beverages,Tea & Coffee,QuickChoice,250 g,142.66,87.27,N,Ambient,61,SUP010,Y
PRD0204,NovaHome Mobile Accessories 204,Electronics & Accessories,Mobile Accessories,HappyPaws,Pack of 2,217.26,162.51,N,Ambient,466,SUP015,Y
PRD0205,HappyPaws Fresh Vegetables 205,Fruits & Vegetables,Fresh Vegetables,UrbanHarvest,200 g,76.91,60.55,Y,Ambient,4,SUP031,Y
PRD0206,NovaHome Leafy Vegetables 206,Fruits & Vegetables,Leafy Vegetables,FreshBasket,500 ml,44.13,30.01,Y,Ambient,5,SUP049,Y
PRD0207,PureDrop Flour 207,Staples,Flour,UrbanHarvest,250 g,54.97,33.78,N,Ambient,164,SUP045,Y
PRD0208,GoodGrain Breakfast Cereals 208,Dairy & Breakfast,Breakfast Cereals,PureDrop,100 g,283.08,204.35,Y,Chilled,28,SUP038,Y
PRD0209,DailyNest Juices 209,Snacks & Beverages,Juices,SnackSquare,500 ml,89.08,56.24,N,Ambient,258,SUP013,Y
PRD0210,HomeEase Hair Care 210,Personal Care,Hair Care,SnackSquare,Pack of 2,51.38,34.46,N,Ambient,471,SUP010,Y
PRD0211,SnackSquare Juices 211,Snacks & Beverages,Juices,PrimePantry,1 L,503.59,291.41,N,Ambient,265,SUP005,Y
PRD0212,GoodGrain Breakfast Cereals 212,Dairy & Breakfast,Breakfast Cereals,HappyPaws,100 g,30.07,21.75,Y,Chilled,16,SUP012,Y
PRD0213,SnackSquare Fresh Fruits 213,Fruits & Vegetables,Fresh Fruits,CareBloom,200 g,129.63,78.09,Y,Ambient,4,SUP013,Y
PRD0214,HappyPaws Dishwashing 214,Household Care,Dishwashing,FreshBasket,500 ml,156.85,118.91,N,Ambient,710,SUP009,Y
PRD0215,SnackSquare Frozen Vegetables 215,Frozen Food,Frozen Vegetables,NovaHome,1 unit,164.37,129.44,Y,Frozen,191,SUP047,Y
PRD0216,PureDrop Eggs 216,Dairy & Breakfast,Eggs,HappyPaws,1 unit,30.46,22.14,Y,Chilled,21,SUP020,Y
PRD0217,FreshBasket Laundry 217,Household Care,Laundry,HappyPaws,250 g,249.18,171.55,N,Ambient,497,SUP042,Y
PRD0218,FreshBasket Fresh Vegetables 218,Fruits & Vegetables,Fresh Vegetables,DailyNest,1 unit,99.91,63.96,Y,Ambient,9,SUP038,Y
PRD0219,FreshBasket Spices 219,Staples,Spices,SnackSquare,200 g,119.46,71.69,N,Ambient,425,SUP023,Y
PRD0220,CareBloom Eggs 220,Dairy & Breakfast,Eggs,GoodGrain,Pack of 2,73.81,60.21,Y,Chilled,5,SUP004,Y
PRD0221,HomeEase Surface Cleaners 221,Household Care,Surface Cleaners,GoodGrain,1 L,221.76,125.92,N,Ambient,718,SUP029,Y
PRD0222,HomeEase Fresh Vegetables 222,Fruits & Vegetables,Fresh Vegetables,DailyNest,500 g,278.22,154.91,Y,Ambient,7,SUP036,Y
PRD0223,UrbanHarvest Chips & Namkeen 223,Snacks & Beverages,Chips & Namkeen,HappyPaws,1 kg,494.3,340.04,N,Ambient,319,SUP017,Y
PRD0224,CareBloom Dishwashing 224,Household Care,Dishwashing,UrbanHarvest,Pack of 4,180.63,130.47,N,Ambient,582,SUP014,Y
PRD0225,HomeEase Frozen Snacks 225,Frozen Food,Frozen Snacks,UrbanHarvest,1 L,233.39,160.53,Y,Frozen,224,SUP001,Y
PRD0226,HappyPaws Surface Cleaners 226,Household Care,Surface Cleaners,HappyPaws,1 unit,648.69,379.64,N,Ambient,854,SUP045,Y
PRD0227,PureDrop Breakfast Cereals 227,Dairy & Breakfast,Breakfast Cereals,DailyNest,250 g,449.57,315.57,Y,Chilled,30,SUP001,Y
PRD0228,PureDrop Soft Drinks 228,Snacks & Beverages,Soft Drinks,PureDrop,Pack of 4,564.7,435.05,N,Ambient,364,SUP036,Y
PRD0229,NovaHome Soft Drinks 229,Snacks & Beverages,Soft Drinks,DailyNest,Pack of 2,159.23,123.76,N,Ambient,91,SUP014,Y
PRD0230,PureDrop Diapers 230,Baby Care,Diapers,PrimePantry,1 unit,194.13,107.21,N,Ambient,185,SUP021,Y
PRD0231,FreshBasket Curd & Yogurt 231,Dairy & Breakfast,Curd & Yogurt,DailyNest,100 g,264.87,212.68,Y,Chilled,22,SUP034,Y
PRD0232,PrimePantry Leafy Vegetables 232,Fruits & Vegetables,Leafy Vegetables,CareBloom,Pack of 4,155.4,88.95,Y,Ambient,10,SUP045,Y
PRD0233,DailyNest Leafy Vegetables 233,Fruits & Vegetables,Leafy Vegetables,SnackSquare,1 unit,92.2,53.63,Y,Ambient,9,SUP036,Y
PRD0234,UrbanHarvest Spices 234,Staples,Spices,DailyNest,500 ml,632.93,472.13,N,Ambient,396,SUP008,Y
PRD0235,GoodGrain Cooking Oil 235,Staples,Cooking Oil,NovaHome,100 g,357.05,214.61,N,Ambient,90,SUP010,Y
PRD0236,SnackSquare Laundry 236,Household Care,Laundry,HappyPaws,200 g,128.98,84.28,N,Ambient,730,SUP029,Y
PRD0237,FreshBasket Breakfast Cereals 237,Dairy & Breakfast,Breakfast Cereals,SnackSquare,Pack of 2,280.88,189.72,Y,Chilled,19,SUP040,Y
PRD0238,UrbanHarvest Diapers 238,Baby Care,Diapers,HomeEase,500 ml,146.45,86.42,N,Ambient,695,SUP045,Y
PRD0239,HomeEase Leafy Vegetables 239,Fruits & Vegetables,Leafy Vegetables,HappyPaws,1 L,130.09,76.7,Y,Ambient,10,SUP019,Y
PRD0240,SnackSquare Leafy Vegetables 240,Fruits & Vegetables,Leafy Vegetables,PureDrop,1 kg,27.53,16.04,Y,Ambient,4,SUP010,Y
PRD0241,PureDrop Milk 241,Dairy & Breakfast,Milk,DailyNest,500 ml,35.49,23.34,Y,Chilled,3,SUP013,Y
PRD0242,DailyNest Frozen Snacks 242,Frozen Food,Frozen Snacks,QuickChoice,1 kg,564.33,364.01,Y,Frozen,216,SUP028,Y
PRD0243,CareBloom Bath & Body 243,Personal Care,Bath & Body,CareBloom,500 ml,90.38,65.36,N,Ambient,827,SUP033,Y
PRD0244,PureDrop Paper & Disposables 244,Household Care,Paper & Disposables,PrimePantry,500 g,868.1,666.87,N,Ambient,803,SUP011,Y
PRD0245,HappyPaws Fresh Vegetables 245,Fruits & Vegetables,Fresh Vegetables,QuickChoice,1 unit,203.69,139.32,Y,Ambient,3,SUP042,Y
PRD0246,DailyNest Fresh Vegetables 246,Fruits & Vegetables,Fresh Vegetables,DailyNest,1 kg,174.16,101.63,Y,Ambient,10,SUP037,Y
PRD0247,UrbanHarvest Oral Care 247,Personal Care,Oral Care,FreshBasket,500 ml,706.9,402.25,N,Ambient,871,SUP039,Y
PRD0248,DailyNest Dog Food 248,Pet Care,Dog Food,QuickChoice,Pack of 4,149.31,113.57,N,Ambient,189,SUP028,Y
PRD0249,HappyPaws Rice 249,Staples,Rice,UrbanHarvest,200 g,68.99,44.33,N,Ambient,536,SUP038,Y
PRD0250,HomeEase Paper & Disposables 250,Household Care,Paper & Disposables,NovaHome,250 g,266.53,217.31,N,Ambient,733,SUP042,Y
PRD0251,HomeEase Juices 251,Snacks & Beverages,Juices,SnackSquare,200 g,19.55,11.39,N,Ambient,329,SUP021,Y
PRD0252,UrbanHarvest Fresh Vegetables 252,Fruits & Vegetables,Fresh Vegetables,FreshBasket,100 g,164.97,108.4,Y,Ambient,4,SUP044,Y
PRD0253,SnackSquare Cooking Oil 253,Staples,Cooking Oil,DailyNest,Pack of 2,229.62,166.59,N,Ambient,537,SUP013,Y
PRD0254,PrimePantry Flour 254,Staples,Flour,UrbanHarvest,500 g,69.14,39.43,N,Ambient,527,SUP006,Y
PRD0255,PrimePantry Flour 255,Staples,Flour,NovaHome,1 L,329.14,261.26,N,Ambient,413,SUP013,Y
PRD0256,PrimePantry Tea & Coffee 256,Snacks & Beverages,Tea & Coffee,NovaHome,500 g,413.52,277.44,N,Ambient,316,SUP019,Y
PRD0257,SnackSquare Breakfast Cereals 257,Dairy & Breakfast,Breakfast Cereals,FreshBasket,500 ml,318.66,236.45,Y,Chilled,23,SUP047,Y
PRD0258,GoodGrain Leafy Vegetables 258,Fruits & Vegetables,Leafy Vegetables,SnackSquare,1 kg,97.35,55.83,Y,Ambient,10,SUP029,Y
PRD0259,DailyNest Leafy Vegetables 259,Fruits & Vegetables,Leafy Vegetables,HomeEase,250 g,105.45,62.43,Y,Ambient,6,SUP011,Y
PRD0260,PureDrop Surface Cleaners 260,Household Care,Surface Cleaners,SnackSquare,500 ml,492.66,298.92,N,Ambient,451,SUP044,Y
PRD0261,CareBloom Oral Care 261,Personal Care,Oral Care,CareBloom,1 kg,92.34,61.58,N,Ambient,896,SUP002,Y
PRD0262,NovaHome Dishwashing 262,Household Care,Dishwashing,PrimePantry,100 g,156.64,88.5,N,Ambient,752,SUP025,Y
PRD0263,UrbanHarvest Leafy Vegetables 263,Fruits & Vegetables,Leafy Vegetables,UrbanHarvest,250 g,266.37,213.14,Y,Ambient,6,SUP008,Y
PRD0264,SnackSquare Juices 264,Snacks & Beverages,Juices,NovaHome,Pack of 2,27.07,22.19,N,Ambient,197,SUP025,Y
PRD0265,UrbanHarvest Flour 265,Staples,Flour,HappyPaws,500 g,45.86,36.13,N,Ambient,453,SUP047,Y
PRD0266,PrimePantry Frozen Snacks 266,Frozen Food,Frozen Snacks,QuickChoice,500 g,528.79,415.15,Y,Frozen,237,SUP018,Y
PRD0267,CareBloom Biscuits 267,Snacks & Beverages,Biscuits,UrbanHarvest,1 unit,29.86,21.85,N,Ambient,148,SUP026,Y
PRD0268,HomeEase Tea & Coffee 268,Snacks & Beverages,Tea & Coffee,CareBloom,250 g,46.92,26.81,N,Ambient,61,SUP037,Y
PRD0269,QuickChoice Surface Cleaners 269,Household Care,Surface Cleaners,HappyPaws,100 g,210.59,171.55,N,Ambient,644,SUP021,Y
PRD0270,CareBloom Surface Cleaners 270,Household Care,Surface Cleaners,NovaHome,1 unit,262.49,186.67,N,Ambient,731,SUP019,Y
PRD0271,FreshBasket Skin Care 271,Personal Care,Skin Care,HomeEase,100 g,51.95,29.36,N,Ambient,522,SUP042,Y
PRD0272,FreshBasket Hair Care 272,Personal Care,Hair Care,PureDrop,1 unit,1088.59,843.01,N,Ambient,852,SUP001,Y
PRD0273,CareBloom Baby Hygiene 273,Baby Care,Baby Hygiene,DailyNest,Pack of 4,91.12,58.34,N,Ambient,379,SUP042,Y
PRD0274,QuickChoice Chips & Namkeen 274,Snacks & Beverages,Chips & Namkeen,GoodGrain,1 unit,292.71,162.02,N,Ambient,288,SUP045,Y
PRD0275,PrimePantry Leafy Vegetables 275,Fruits & Vegetables,Leafy Vegetables,PrimePantry,500 ml,124.33,73.52,Y,Ambient,6,SUP040,Y
PRD0276,DailyNest Mobile Accessories 276,Electronics & Accessories,Mobile Accessories,UrbanHarvest,500 g,1255.19,824.03,N,Ambient,1470,SUP011,Y
PRD0277,UrbanHarvest Fresh Vegetables 277,Fruits & Vegetables,Fresh Vegetables,CareBloom,1 kg,80.43,64.41,Y,Ambient,4,SUP050,Y
PRD0278,HappyPaws Small Appliances 278,Electronics & Accessories,Small Appliances,PureDrop,200 g,555.06,307.23,N,Ambient,1232,SUP040,Y
PRD0279,SnackSquare Surface Cleaners 279,Household Care,Surface Cleaners,FreshBasket,1 L,91.39,71.33,N,Ambient,563,SUP023,Y
PRD0280,QuickChoice Milk 280,Dairy & Breakfast,Milk,SnackSquare,Pack of 4,440.29,301.41,Y,Chilled,12,SUP032,Y
PRD0281,PureDrop Frozen Snacks 281,Frozen Food,Frozen Snacks,SnackSquare,Pack of 4,512.81,378.76,Y,Frozen,200,SUP034,Y
PRD0282,HappyPaws Dishwashing 282,Household Care,Dishwashing,HomeEase,Pack of 2,48.32,35.91,N,Ambient,408,SUP016,Y
PRD0283,HomeEase Ice Cream 283,Frozen Food,Ice Cream,FreshBasket,250 g,546.12,431.81,Y,Frozen,339,SUP007,Y
PRD0284,QuickChoice Biscuits 284,Snacks & Beverages,Biscuits,GoodGrain,500 ml,18.39,12.37,N,Ambient,181,SUP046,Y
PRD0285,GoodGrain Rice 285,Staples,Rice,HomeEase,1 unit,104.93,62.17,N,Ambient,118,SUP004,Y
PRD0286,UrbanHarvest Baby Food 286,Baby Care,Baby Food,DailyNest,500 g,599.11,398.49,N,Ambient,526,SUP018,Y
PRD0287,FreshBasket Cooking Oil 287,Staples,Cooking Oil,HappyPaws,200 g,45.94,32.84,N,Ambient,507,SUP027,Y
PRD0288,QuickChoice Small Appliances 288,Electronics & Accessories,Small Appliances,GoodGrain,1 kg,954.29,619.49,N,Ambient,443,SUP018,Y
PRD0289,UrbanHarvest Bath & Body 289,Personal Care,Bath & Body,UrbanHarvest,500 ml,559.29,423.14,N,Ambient,398,SUP020,Y
PRD0290,PureDrop Leafy Vegetables 290,Fruits & Vegetables,Leafy Vegetables,GoodGrain,100 g,28.07,22.67,Y,Ambient,5,SUP010,Y
PRD0291,SnackSquare Dog Food 291,Pet Care,Dog Food,DailyNest,Pack of 4,80.66,65.67,N,Ambient,504,SUP046,Y
PRD0292,CareBloom Fresh Vegetables 292,Fruits & Vegetables,Fresh Vegetables,FreshBasket,1 unit,211.73,118.49,Y,Ambient,10,SUP029,Y
PRD0293,NovaHome Milk 293,Dairy & Breakfast,Milk,QuickChoice,Pack of 2,29.13,19.42,Y,Chilled,29,SUP016,Y
PRD0294,FreshBasket Cat Food 294,Pet Care,Cat Food,SnackSquare,500 g,326.18,201.82,N,Ambient,393,SUP047,Y
PRD0295,QuickChoice Biscuits 295,Snacks & Beverages,Biscuits,PrimePantry,1 L,59.98,39.54,N,Ambient,133,SUP021,Y
PRD0296,DailyNest Flour 296,Staples,Flour,CareBloom,1 kg,100.27,62.94,N,Ambient,516,SUP015,Y
PRD0297,PrimePantry Hair Care 297,Personal Care,Hair Care,UrbanHarvest,200 g,85.68,68.95,N,Ambient,665,SUP017,Y
PRD0298,CareBloom Leafy Vegetables 298,Fruits & Vegetables,Leafy Vegetables,CareBloom,1 unit,74.94,44.75,Y,Ambient,2,SUP050,Y
PRD0299,UrbanHarvest Milk 299,Dairy & Breakfast,Milk,GoodGrain,1 L,49.75,27.66,Y,Chilled,7,SUP025,Y
PRD0300,PureDrop Soft Drinks 300,Snacks & Beverages,Soft Drinks,CareBloom,100 g,17.73,11.05,N,Ambient,221,SUP030,Y
PRD0301,FreshBasket Frozen Vegetables 301,Frozen Food,Frozen Vegetables,CareBloom,100 g,226.71,170.23,Y,Frozen,362,SUP023,Y
PRD0302,FreshBasket Eggs 302,Dairy & Breakfast,Eggs,QuickChoice,250 g,136.7,106.35,Y,Chilled,21,SUP001,Y
PRD0303,DailyNest Fresh Fruits 303,Fruits & Vegetables,Fresh Fruits,FreshBasket,500 ml,50.63,39.02,Y,Ambient,10,SUP001,Y
PRD0304,GoodGrain Bread 304,Dairy & Breakfast,Bread,SnackSquare,Pack of 4,58.71,37.43,Y,Chilled,4,SUP017,Y
PRD0305,NovaHome Bath & Body 305,Personal Care,Bath & Body,PureDrop,1 unit,73.33,41.69,N,Ambient,294,SUP002,Y
PRD0306,NovaHome Fresh Fruits 306,Fruits & Vegetables,Fresh Fruits,HappyPaws,500 g,195.29,143.25,Y,Ambient,7,SUP049,Y
PRD0307,CareBloom Juices 307,Snacks & Beverages,Juices,SnackSquare,100 g,32.96,20.95,N,Ambient,355,SUP017,Y
PRD0308,GoodGrain Eggs 308,Dairy & Breakfast,Eggs,NovaHome,Pack of 4,26.68,17.64,Y,Chilled,21,SUP019,Y
PRD0309,CareBloom Fresh Vegetables 309,Fruits & Vegetables,Fresh Vegetables,HappyPaws,100 g,76.52,52.98,Y,Ambient,6,SUP006,Y
PRD0310,FreshBasket Skin Care 310,Personal Care,Skin Care,UrbanHarvest,1 kg,298.66,201.12,N,Ambient,471,SUP015,Y
PRD0311,HomeEase Oral Care 311,Personal Care,Oral Care,PrimePantry,1 unit,517.76,348.16,N,Ambient,851,SUP029,Y
PRD0312,SnackSquare Frozen Snacks 312,Frozen Food,Frozen Snacks,GoodGrain,1 unit,293.0,218.34,Y,Frozen,307,SUP021,Y
PRD0313,FreshBasket Dishwashing 313,Household Care,Dishwashing,UrbanHarvest,1 kg,823.32,643.63,N,Ambient,851,SUP015,Y
PRD0314,CareBloom Laundry 314,Household Care,Laundry,HappyPaws,200 g,106.23,79.4,N,Ambient,872,SUP045,Y
PRD0315,DailyNest Mobile Accessories 315,Electronics & Accessories,Mobile Accessories,PrimePantry,1 kg,218.1,155.55,N,Ambient,787,SUP047,Y
PRD0316,HappyPaws Skin Care 316,Personal Care,Skin Care,UrbanHarvest,500 ml,101.17,59.27,N,Ambient,344,SUP025,Y
PRD0317,DailyNest Spices 317,Staples,Spices,PrimePantry,Pack of 2,225.49,174.63,N,Ambient,445,SUP036,Y
PRD0318,FreshBasket Chips & Namkeen 318,Snacks & Beverages,Chips & Namkeen,GoodGrain,1 unit,219.2,135.21,N,Ambient,258,SUP022,Y
PRD0319,QuickChoice Surface Cleaners 319,Household Care,Surface Cleaners,FreshBasket,1 kg,66.82,39.79,N,Ambient,661,SUP037,Y
PRD0320,DailyNest Eggs 320,Dairy & Breakfast,Eggs,FreshBasket,1 L,114.95,81.09,Y,Chilled,3,SUP009,Y
PRD0321,NovaHome Frozen Snacks 321,Frozen Food,Frozen Snacks,HomeEase,1 unit,242.41,156.72,Y,Frozen,246,SUP050,Y
PRD0322,PureDrop Curd & Yogurt 322,Dairy & Breakfast,Curd & Yogurt,HomeEase,Pack of 2,56.15,42.64,Y,Chilled,23,SUP048,Y
PRD0323,UrbanHarvest Juices 323,Snacks & Beverages,Juices,QuickChoice,1 L,73.72,45.92,N,Ambient,248,SUP049,Y
PRD0324,UrbanHarvest Fresh Vegetables 324,Fruits & Vegetables,Fresh Vegetables,PureDrop,Pack of 2,32.38,23.84,Y,Ambient,3,SUP014,Y
PRD0325,PrimePantry Mobile Accessories 325,Electronics & Accessories,Mobile Accessories,PureDrop,1 unit,1993.04,1240.37,N,Ambient,534,SUP018,Y
PRD0326,PrimePantry Oral Care 326,Personal Care,Oral Care,HappyPaws,200 g,942.34,625.01,N,Ambient,394,SUP029,Y
PRD0327,UrbanHarvest Leafy Vegetables 327,Fruits & Vegetables,Leafy Vegetables,NovaHome,Pack of 4,71.09,43.19,Y,Ambient,6,SUP007,Y
PRD0328,QuickChoice Flour 328,Staples,Flour,UrbanHarvest,Pack of 2,80.69,57.42,N,Ambient,319,SUP042,Y
PRD0329,SnackSquare Sugar & Salt 329,Staples,Sugar & Salt,HomeEase,250 g,152.03,97.43,N,Ambient,246,SUP033,Y
PRD0330,UrbanHarvest Biscuits 330,Snacks & Beverages,Biscuits,SnackSquare,200 g,133.2,99.34,N,Ambient,165,SUP008,Y
PRD0331,GoodGrain Laundry 331,Household Care,Laundry,GoodGrain,Pack of 2,656.97,374.1,N,Ambient,740,SUP014,Y
PRD0332,DailyNest Frozen Snacks 332,Frozen Food,Frozen Snacks,DailyNest,100 g,361.29,212.21,Y,Frozen,225,SUP034,Y
PRD0333,FreshBasket Juices 333,Snacks & Beverages,Juices,NovaHome,100 g,60.9,45.6,N,Ambient,358,SUP035,Y
PRD0334,NovaHome Pet Hygiene 334,Pet Care,Pet Hygiene,PrimePantry,Pack of 4,852.98,494.94,N,Ambient,571,SUP005,Y
PRD0335,PrimePantry Eggs 335,Dairy & Breakfast,Eggs,SnackSquare,500 ml,225.62,145.03,Y,Chilled,25,SUP034,Y
PRD0336,GoodGrain Dog Food 336,Pet Care,Dog Food,GoodGrain,1 L,437.14,265.96,N,Ambient,230,SUP010,Y
PRD0337,CareBloom Tea & Coffee 337,Snacks & Beverages,Tea & Coffee,GoodGrain,Pack of 2,138.32,96.99,N,Ambient,337,SUP028,Y
PRD0338,CareBloom Eggs 338,Dairy & Breakfast,Eggs,NovaHome,Pack of 4,60.11,36.71,Y,Chilled,20,SUP038,Y
PRD0339,UrbanHarvest Pet Hygiene 339,Pet Care,Pet Hygiene,GoodGrain,Pack of 2,1261.33,892.45,N,Ambient,228,SUP025,Y
PRD0340,PrimePantry Eggs 340,Dairy & Breakfast,Eggs,CareBloom,100 g,103.96,79.22,Y,Chilled,24,SUP044,Y
PRD0341,UrbanHarvest Juices 341,Snacks & Beverages,Juices,SnackSquare,Pack of 2,190.07,139.54,N,Ambient,189,SUP030,Y
PRD0342,NovaHome Cooking Oil 342,Staples,Cooking Oil,QuickChoice,Pack of 2,122.98,85.37,N,Ambient,360,SUP029,Y
PRD0343,PureDrop Fresh Fruits 343,Fruits & Vegetables,Fresh Fruits,FreshBasket,Pack of 2,69.22,43.35,Y,Ambient,5,SUP004,Y
PRD0344,GoodGrain Mobile Accessories 344,Electronics & Accessories,Mobile Accessories,HappyPaws,1 unit,411.06,247.71,N,Ambient,1036,SUP001,Y
PRD0345,NovaHome Milk 345,Dairy & Breakfast,Milk,QuickChoice,500 g,26.41,19.92,Y,Chilled,20,SUP015,Y
PRD0346,DailyNest Leafy Vegetables 346,Fruits & Vegetables,Leafy Vegetables,NovaHome,250 g,69.95,38.93,Y,Ambient,7,SUP018,Y
PRD0347,PrimePantry Fresh Fruits 347,Fruits & Vegetables,Fresh Fruits,PrimePantry,500 g,65.99,53.41,Y,Ambient,5,SUP037,Y
PRD0348,DailyNest Bread 348,Dairy & Breakfast,Bread,PureDrop,100 g,266.16,218.0,Y,Chilled,17,SUP033,Y
PRD0349,DailyNest Ice Cream 349,Frozen Food,Ice Cream,DailyNest,250 g,131.71,74.9,Y,Frozen,340,SUP023,Y
PRD0350,PureDrop Dishwashing 350,Household Care,Dishwashing,PureDrop,200 g,188.8,130.56,N,Ambient,422,SUP007,Y
PRD0351,SnackSquare Biscuits 351,Snacks & Beverages,Biscuits,FreshBasket,1 kg,30.67,17.63,N,Ambient,172,SUP036,Y
PRD0352,DailyNest Fresh Vegetables 352,Fruits & Vegetables,Fresh Vegetables,GoodGrain,1 L,31.05,20.05,Y,Ambient,9,SUP036,Y
PRD0353,SnackSquare Baby Food 353,Baby Care,Baby Food,HappyPaws,200 g,327.21,206.6,N,Ambient,449,SUP007,Y
PRD0354,PrimePantry Spices 354,Staples,Spices,NovaHome,200 g,180.6,110.25,N,Ambient,455,SUP004,Y
PRD0355,HomeEase Dishwashing 355,Household Care,Dishwashing,UrbanHarvest,200 g,116.18,73.21,N,Ambient,726,SUP014,Y
PRD0356,GoodGrain Hair Care 356,Personal Care,Hair Care,DailyNest,1 L,115.22,85.57,N,Ambient,617,SUP024,Y
PRD0357,HappyPaws Baby Hygiene 357,Baby Care,Baby Hygiene,PureDrop,Pack of 4,452.35,290.95,N,Ambient,449,SUP048,Y
PRD0358,HappyPaws Batteries 358,Electronics & Accessories,Batteries,NovaHome,500 ml,602.35,397.5,N,Ambient,813,SUP028,Y
PRD0359,NovaHome Baby Hygiene 359,Baby Care,Baby Hygiene,PureDrop,Pack of 4,346.27,246.52,N,Ambient,609,SUP012,Y
PRD0360,NovaHome Ice Cream 360,Frozen Food,Ice Cream,PureDrop,500 g,208.4,117.29,Y,Frozen,210,SUP032,Y
PRD0361,PrimePantry Paper & Disposables 361,Household Care,Paper & Disposables,QuickChoice,250 g,740.23,567.07,N,Ambient,533,SUP025,Y
PRD0362,HappyPaws Eggs 362,Dairy & Breakfast,Eggs,HomeEase,100 g,71.17,57.46,Y,Chilled,21,SUP028,Y
PRD0363,GoodGrain Bread 363,Dairy & Breakfast,Bread,GoodGrain,500 ml,68.17,48.06,Y,Chilled,5,SUP049,Y
PRD0364,QuickChoice Tea & Coffee 364,Snacks & Beverages,Tea & Coffee,PrimePantry,1 L,64.93,43.4,N,Ambient,162,SUP001,Y
PRD0365,PureDrop Ice Cream 365,Frozen Food,Ice Cream,FreshBasket,500 ml,211.38,124.32,Y,Frozen,51,SUP021,Y
PRD0366,NovaHome Fresh Vegetables 366,Fruits & Vegetables,Fresh Vegetables,QuickChoice,500 g,61.42,35.91,Y,Ambient,4,SUP017,Y
PRD0367,PureDrop Pulses 367,Staples,Pulses,PrimePantry,1 unit,91.24,71.0,N,Ambient,263,SUP013,Y
PRD0368,UrbanHarvest Hair Care 368,Personal Care,Hair Care,UrbanHarvest,1 kg,40.49,24.08,N,Ambient,898,SUP013,Y
PRD0369,HappyPaws Fresh Vegetables 369,Fruits & Vegetables,Fresh Vegetables,NovaHome,1 kg,40.88,27.38,Y,Ambient,10,SUP013,Y
PRD0370,HomeEase Bread 370,Dairy & Breakfast,Bread,HomeEase,Pack of 4,35.17,25.77,Y,Chilled,15,SUP032,Y
PRD0371,PrimePantry Chips & Namkeen 371,Snacks & Beverages,Chips & Namkeen,SnackSquare,500 ml,273.39,167.18,N,Ambient,214,SUP007,Y
PRD0372,CareBloom Mobile Accessories 372,Electronics & Accessories,Mobile Accessories,SnackSquare,500 ml,361.78,265.55,N,Ambient,603,SUP045,Y
PRD0373,SnackSquare Milk 373,Dairy & Breakfast,Milk,HappyPaws,500 ml,29.55,17.4,Y,Chilled,28,SUP028,Y
PRD0374,CareBloom Oral Care 374,Personal Care,Oral Care,FreshBasket,1 L,26.34,20.88,N,Ambient,605,SUP023,Y
PRD0375,PrimePantry Juices 375,Snacks & Beverages,Juices,CareBloom,1 unit,232.61,163.62,N,Ambient,237,SUP036,Y
PRD0376,QuickChoice Sugar & Salt 376,Staples,Sugar & Salt,PureDrop,1 kg,88.32,70.1,N,Ambient,536,SUP027,Y
